No;Latitude;longitude;Lokasi;Tanggal;aD;aL;DAz;Lag;w;lluminasi (%);Suhu_Atmosfer_C;Kelembapan_Pct;Kecepatan_Angin_ms;Kondisi_Awan_Pct;Transparansi_Index;Visibility
264;-6.732105556;108.5522139;Cirebon;26/09/2022;6.16;7.03;0.95;25.03;0.09;0.28;29.74;66.3394533;4.74;64.70684321;0.69;0
265;-6.052997222;105.9226139;Anyer,Banten;26/09/2022;6.25;7.11;0.84;25.38;0.09;0.29;26.39983337;84.92641296;3.121295602;76.82014964;0.67;0
266;-6.732105556;108.5522139;Watu kosek;26/09/2022;6.16;7.03;0.95;25.03;0.09;0.28;27.19642101;79.69600963;5.749000713;83.68460542;0.69;0
267;5.466572222;95.242275;Meulaboh,Aceh;26/09/2022;6.57;7.42;0.79;26.59;0.10;0.32;27.06;77.27663537;6.59;67.31400455;0.39;0
268;-6.308333333;119.6927778;Makassar;24/11/2022;5.17;6.59;2.74;22.94;0.08;0.25;24.48565078;82.45164039;3.388992571;79.7175025;0.61;0
269;-7.914444444;113.8230556;Bondowoso;24/11/2022;5.48;6.83;2.59;24.52;0.09;0.27;22.16130146;78.12648282;1.678654942;88.27246783;0.55;0
270;-6.866597222;112.3577417;Tanjung Kodok;24/11/2022;5.47;6.87;2.72;24.41;0.09;0.27;24.88356155;81.57405915;3.012351708;89.04414106;0.63;0
271;-7.15425;113.4739111;OBS Jokotole IAIN Madura;24/11/2022;5.45;6.84;2.68;24.31;0.09;0.27;26.12519748;83.9757812;2.044664591;84.85183718;0.55;0
272;-7.191055556;113.2475639;Sampang;24/11/2022;5.46;6.84;2.68;24.37;0.09;0.27;25.78836921;78.24875605;2.880292867;82.48902135;0.55;0
273;-8.204722222;112.1583333;Blitar;24/11/2022;5.56;6.90;2.57;24.91;0.09;0.27;25.98070952;77.06478166;2.159977858;88.21596896;0.65;0
274;-7.16975;112.6174694;Balai Rukyat Ibnu Syatir;24/11/2022;5.48;6.87;2.68;24.47;0.09;0.27;24.3428803;91.21156967;3.953034729;92.04030335;0.52;0
275;-7.16975;112.6174694;Balai Rukyat NU Condrodipo;24/11/2022;5.48;6.87;2.68;24.47;0.09;0.27;23.75753971;98.02439803;3.784644847;92.95575371;0.52;0
276;-6.988611111;110.4107833;Kota Semarang;24/11/2022;5.55;6.95;2.72;24.79;0.09;0.28;22.60416416;98.98788939;4.499558197;92.00046572;0.25;0
277;-6.77235;110.8785833;Kudus;24/11/2022;5.52;6.93;2.74;24.63;0.09;0.28;25.08510481;86.30615057;3.919734533;85.8349148;0.25;0
278;-6.5805;110.6789528;Jepara;24/11/2022;5.51;6.93;2.77;24.60;0.09;0.28;25.08748272;87.41961797;4.333272;87.63542232;0.25;0
279;-6.890147222;109.6744917;Pekalongan;24/11/2022;5.57;6.97;2.74;24.88;0.09;0.28;26.06;70.43261903;2.57;62.15866201;0.18;0
280;-6.836422222;108.227425;Majalengka;24/11/2022;5.62;7.02;2.75;25.11;0.09;0.29;22.57151822;80.46857662;1.676293273;80.40284189;0.16;0
281;-6.988997222;106.5523639;Pelabuhan Ratu;24/11/2022;5.69;7.09;2.74;25.46;0.10;0.29;24.5737831;80.70021688;3.187245847;88.04497263;0.49;0
282;5.466572222;95.242275;Meulaboh,Aceh;24/11/2022;5.13;7.33;4.27;22.84;0.11;0.33;22.44957122;95.1693258;7.493613874;95.21403891;0.58;0
283;-10.00960556;123.7331222;Sulamu Kupang, NusaTenggaraTimur;24/12/2022;13.73;14.75;1.67;64.55;0.48;1.44;27.43;78.76298232;4.73;56.87019086;0.12;1
284;-6.308333333;119.6927778;Makassar;24/12/2022;13.67;14.84;2.71;63.85;0.49;1.46;25.17998284;76.42354029;7.404207977;79.22726185;0.37;0
285;-8.576994444;116.1048889;Mataram;24/12/2022;13.95;15.01;2.04;65.38;0.50;1.50;22.7568506;95.97426569;3.922657943;92.04011108;0.25;0
286;-7.914444444;113.8230556;Bondowoso;24/12/2022;14.00;15.09;2.22;65.54;0.51;1.51;21.9358015;89.36794351;3.628790528;83.95719477;0.36;0
287;-6.866597222;112.3577417;Tanjung Kodok;24/12/2022;14.00;15.12;2.52;65.40;0.51;1.52;25.74456712;83.31911688;6.896510116;83.03417052;0.17;0
288;-7.15425;113.4739111;OBS Jokotole IAIN Madura;24/12/2022;13.97;15.09;2.44;65.31;0.51;1.52;25.2258894;87.35103819;7.470983637;87.64965649;0.36;0
289;-8.204722222;112.1583333;Blitar;24/12/2022;14.09;15.15;2.13;65.95;0.51;1.53;23.74113267;75.31466136;5.782782656;81.48563419;0.23;0
290;-7.16975;112.6174694;Balai Rukyat Ibnu Syatir;24/12/2022;14.00;15.12;2.44;65.47;0.51;1.52;25.91429219;84.07794943;7.179830111;88.64238001;0.3;0
291;-7.16975;112.6174694;Balai Rukyat NU Condrodipo;24/12/2022;14.00;15.12;2.44;65.47;0.51;1.52;26.12418343;75.29861209;6.596379809;80.57690211;0.3;0
292;-8.173258333;113.7005389;Jember;24/12/2022;14.02;15.10;2.15;65.66;0.51;1.52;20.25011577;94.73076824;5.62349184;93.34613713;0.35;0
293;-8.141580556;112.5710306;Gedung Bupati Malang;24/12/2022;14.07;15.14;2.15;65.85;0.51;1.53;21.49071184;80.08170284;5.423791776;88.68958988;0.23;0
294;-7.848;112.0174472;Kediri;24/12/2022;14.07;15.15;2.23;65.84;0.51;1.53;23.02667995;83.66309364;6.060114076;80.62903389;0.3;0
295;-7.449772222;112.70155;Sidoarjo;24/12/2022;14.02;15.12;2.35;65.56;0.51;1.52;23.21168727;83.69056965;4.867696103;89.31682117;0.3;0
296;-6.988611111;110.4107833;Kota Semarang;24/12/2022;14.08;15.20;2.48;65.80;0.52;1.54;22.07854752;97.40695827;6.639373348;95.13158894;0.13;0
297;-6.77235;110.8785833;Kudus;24/12/2022;14.05;15.18;2.54;65.63;0.51;1.54;25.2376317;75.15497784;6.303292051;83.29928181;0.13;0
298;-6.906566667;109.7339583;Batang;24/12/2022;14.10;15.23;2.50;65.89;0.52;1.55;23.74095842;80.93651675;5.865746582;85.76577724;0.23;0
299;-6.890147222;109.6744917;Pekalongan;24/12/2022;14.10;15.23;2.50;65.90;0.52;1.55;24.31550112;86.73894764;4.460366522;83.94663145;0.23;0
300;-6.836422222;108.227425;Majalengka;24/12/2022;14.16;15.28;2.51;66.14;0.52;1.56;22.69395053;78.22529484;4.557894679;86.38071915;0.27;0
301;-6.646111111;107.875;Depok;24/12/2022;14.16;15.29;2.57;66.13;0.52;1.56;25.4086678;78.27704829;5.898944606;76.87864519;0.23;0
302;-6.148058333;106.8997556;JakartaUtara;24/12/2022;14.16;15.32;2.71;66.12;0.52;1.57;25.01339211;85.64274271;5.969329363;89.83362757;0.27;0
303;-6.308333333;119.6927778;Makassar;20/02/2023;2.97;4.87;3.12;11.75;0.04;0.13;27.69;73.79953372;4.18;59.40837117;0.27;0
304;-0.867911111;119.9046583;Palu;20/02/2023;2.63;4.86;3.49;10.15;0.05;0.14;24.37791411;78.55718173;1.977524524;84.24701035;0.61;0
305;-8.576994444;116.1048889;Mataram;20/02/2023;3.22;4.93;2.89;12.90;0.04;0.13;25.31110124;83.47864463;2.24255086;75.17640047;0.65;0
306;-7.914444444;113.8230556;Bondowoso;20/02/2023;3.25;4.96;2.89;13.05;0.04;0.13;25.53;75.27510869;2.07;36.77568784;0.66;0
307;-7.16975;112.6174694;Balai Rukyat NU Condrodipo;20/02/2023;3.25;4.98;2.92;13.01;0.04;0.14;24.10764275;96.83648647;6.335994277;93.60953205;0.6;0
308;-7.16975;112.6174694;Balai Rukyat Ibnu Syatir;20/02/2023;3.25;4.98;2.92;13.01;0.04;0.14;26.50801229;82.42239791;4.57641383;83.46406388;0.6;0
309;-7.16975;112.6174694;Balai Rukyat NU Condrodipo;20/02/2023;3.25;4.98;2.92;13.01;0.04;0.14;28.24;73.914157;3.59;40.08699349;0.6;0
310;-7.534952778;112.2115778;"Masjid Denanyar Jombang,
Jawa Timur";20/02/2023;3.28;4.99;2.89;13.17;0.04;0.14;25.35809154;87.72662694;3.332148109;85.36128062;0.6;0
311;-6.77235;110.8785833;Kudus;20/02/2023;3.28;5.01;2.92;13.16;0.05;0.14;23.79427815;96.62632082;5.802359241;97.57599537;0.42;0
312;-6.988611111;110.4107833;Kota Semarang;20/02/2023;3.31;5.02;2.89;13.28;0.05;0.14;29.4;62.03026331;2.94;45.28552936;0.42;0
313;-6.931772222;110.2029917;Kendal;20/02/2023;3.32;5.02;2.89;13.30;0.05;0.14;23.04172885;91.4206574;5.156538269;94.31862573;0.42;0
314;-6.889836111;109.6745917;Kota Pekalongan;20/02/2023;3.33;5.03;2.88;13.36;0.05;0.14;26.03092981;75.11346883;2.965271659;89.65282607;0.48;0
315;-7.875277778;110.4261111;Yogyakarta;20/02/2023;3.36;5.02;2.82;13.52;0.05;0.14;28.43;70.22877311;4.15;68.96311803;0.52;0
316;-6.732105556;108.5522139;Cirebon;20/02/2023;3.36;5.05;2.87;13.48;0.05;0.14;23.43145328;97.78214256;6.653346357;94.55607166;0.55;0
317;-6.352330556;108.3229389;Masjid Islamic Center Indramayu;20/02/2023;3.34;5.05;2.90;13.41;0.05;0.14;24.52492946;97.45469634;5.173950466;93.14895042;0.55;0
318;-6.836422222;108.227425;Majalengka;20/02/2023;3.37;5.05;2.86;13.56;0.05;0.14;20.81190977;91.77864018;4.8430084;98.55221191;0.55;0
319;-6.273333333;106.9830556;Bekasi;20/02/2023;3.38;5.07;2.88;13.59;0.05;0.14;27.46;65.48870884;3.91;48.89209705;0.42;0
320;-6.988997222;106.5523639;Pelabuhan Ratu;20/02/2023;3.44;5.08;2.82;13.84;0.05;0.14;27.28;67.01518332;4.55;35.47069891;0.42;0
321;-6.903530556;107.6086028;POBAL-BIRUNIUNISBA;20/02/2023;3.40;5.06;2.84;13.67;0.05;0.14;20.61789139;94.96005169;4.671478101;96.34369413;0.42;0
322;-7.16975;112.6174694;Balai Rukyat NU Condrodipo;20/05/2023;6.75;9.62;5.97;30.60;0.19;0.61;29.43;68.77207786;3.7;43.57645289;0.71;1
323;-7.534952778;112.2115778;"Masjid Denanyar Jombang,
Jawa Timur";20/05/2023;6.72;9.63;6.03;30.48;0.19;0.61;28.31;69.64454273;2.4;48.63093074;0.71;2
324;-7.16975;112.6174694;Balai Rukyat Ibnu Syatir;20/05/2023;6.75;9.62;5.97;30.60;0.19;0.61;29.43;79.8243009;3.7;61.1140615;0.71;3
325;-7.449772222;112.70155;Sidoarjo;20/05/2023;6.72;9.61;6.01;30.46;0.19;0.61;28.31;76.76399768;2.4;58.38513645;0.71;1
326;-3.994425;121.5832528;Kolaka, SulawesiSelatan;20/05/2023;6.85;9.37;5.42;30.79;0.17;0.57;27.39;69.76139645;0.11;43.51037873;0.56;0
327;-10.17708056;123.6064611;Kupang;20/05/2023;6.06;9.23;6.19;27.64;0.17;0.56;27.71;65.05554171;5.11;51.14109616;0.69;0
328;-8.576994444;116.1048889;Mataram;20/05/2023;6.48;9.49;6.11;29.44;0.18;0.59;26.74;60.50847618;2.1;67.24676719;0.71;0
329;-7.914444444;113.8230556;Bondowoso;20/05/2023;6.63;9.57;6.05;30.08;0.18;0.60;25.13;72.17384358;3.3;52.9006857;0.69;0
330;-7.15425;113.4739111;OBS Jokotole IAIN Madura;20/05/2023;6.73;9.59;5.96;30.48;0.18;0.60;28.64;70.09033307;4.6;57.41337079;0.69;0
331;-6.863777778;112.3603972;Lamongan;20/05/2023;6.80;9.63;5.93;30.78;0.19;0.61;25.88529841;76.34228617;5.117351569;84.59274607;0.68;0
332;-8.204722222;112.1583333;Blitar;20/05/2023;6.64;9.62;6.12;30.18;0.19;0.61;24.3134525;86.16542537;4.241823948;86.07100806;0.74;0
333;-8.173258333;113.7005389;Jember;20/05/2023;6.60;9.57;6.09;29.97;0.18;0.60;22.95016995;83.5207606;4.40731321;89.43935651;0.75;0
334;-6.77235;110.8785833;Kudus;20/05/2023;6.85;9.68;5.94;31.03;0.19;0.61;24.75483858;75.76423578;3.361930593;88.25557393;0.7;0
335;-6.988611111;110.4107833;Kota Semarang;20/05/2023;6.84;9.69;5.98;31.00;0.19;0.62;26.38416352;83.65557982;3.393020355;81.4844882;0.7;0
336;-6.5805;110.6789528;Jepara;20/05/2023;6.88;9.69;5.92;31.15;0.19;0.61;28.68;70.3647945;4.42;33.98025221;0.7;0
337;-6.889836111;109.6745917;Kota Pekalongan;20/05/2023;6.87;9.72;5.98;31.15;0.19;0.62;29.56;73.23805361;1.33;52.20420647;0.67;0
338;-6.906566667;109.7339583;Batang;20/05/2023;6.87;9.71;5.98;31.13;0.19;0.62;25.55385848;76.14975426;3.581395833;88.34237357;0.67;0
339;-8.024725;110.3296056;Parangtritis;20/05/2023;6.71;9.68;6.12;30.52;0.19;0.62;28.07;60.61306591;3.61;35.2751839;0.7;0
340;-6.180536111;106.8280361;Jakarta Pusat;20/05/2023;7.04;9.82;5.92;31.89;0.19;0.63;28.22866917;78.90817898;3.321666669;75.2227845;0.59;0
341;-7.16975;112.6174694;Balai Rukyat NU Condrodipo;18/07/2023;6.75;8.83;4.65;30.54;0.15;0.50;30.42;62.5748465;4.66;65.26223578;0.73;2
342;-7.488836111;112.4209361;PP Al-Amin Putri Kota Mojokerto;18/07/2023;6.73;8.84;4.69;30.45;0.15;0.50;29.82;75.9746155;3.75;44.29605155;0.73;3
343;-7.457266667;112.7222167;RSI Siti Hajar Sidoarjo;18/07/2023;6.72;8.83;4.69;30.42;0.15;0.50;29.82;64.35712133;3.75;48.4971284;0.73;1
344;-7.534952778;112.2115778;"Masjid Denanyar Jombang,
Jawa Timur";18/07/2023;6.73;8.84;4.70;30.47;0.15;0.50;29.82;72.26583405;3.75;35.31324478;0.73;2
345;-6.857911111;109.6921028;Pelabuhan PPNP Pekalongan;18/07/2023;6.87;8.91;4.60;31.05;0.15;0.51;27.71;70.87836207;3.33;31.77070759;0.7;2
346;-8.602638889;116.0737639;Pantai Loang Baloq;18/07/2023;6.51;8.73;4.85;29.55;0.14;0.49;26.47;75.6814683;2.92;46.76444943;0.72;0
347;-6.858019444;110.1644111;Pantai Muara Kencan;18/07/2023;6.86;8.90;4.60;30.99;0.15;0.51;27.71;61.05981659;3.33;39.02146926;0.72;0
348;-7.15425;113.4739111;OBS Jokotole IAIN Madura;18/07/2023;6.73;8.81;4.65;30.43;0.15;0.50;28.52;64.05910071;5.74;67.45129501;0.69;0
349;-6.886136111;113.6545194;PelabuhanPasongsongan;18/07/2023;6.75;8.81;4.61;30.49;0.15;0.50;28.52;62.21634216;5.74;45.34271753;0.7;0
350;-8.223380556;113.6143944;POB Sunan Kaliwining;18/07/2023;6.62;8.80;4.80;30.03;0.15;0.50;21.36306996;75.33205789;5.765996357;89.2642372;0.7;0
351;-7.073925;106.5314167;POB Cibeas, Pelabuhan Ratu;18/07/2023;6.95;8.99;4.62;31.42;0.15;0.52;29.14606707;53.20270972;4.89;15.92421366;0.72;0
352;-6.801030556;110.8358778;GSG Ma'had Aly TBS Kudus;18/07/2023;6.84;8.88;4.59;30.92;0.15;0.50;29.15;79.46201724;3.45;57.57639043;0.72;0
353;-6.642352778;110.6439194;Pantai Semat;18/07/2023;6.86;8.89;4.57;31.00;0.15;0.51;26.58925275;76.37689015;5.058983773;84.80939493;0.72;0
354;-7.9128;113.8210444;Majid Agung At Taqwa Bondowoso;18/07/2023;6.64;8.80;4.75;30.11;0.15;0.50;24.44;71.2741356;5.03;40.44969724;0.69;0
355;-6.162983333;106.749025;POB Masjid Al-Musariin kembangan Utara;18/07/2023;7.03;8.99;4.49;31.70;0.15;0.52;29.31;68.60397483;3.64;36.83822152;0.7;0
356;-7.457266667;112.7222167;RSI Siti Hajar Sidoarjo;15/10/2023;6.67;7.82;2.38;27.73;0.11;0.37;36.9;79.2735895;3.77;66.43924647;0.68;1
357;-7.16975;112.6174694;Balai Rukyat Ibnu Syatir;15/10/2023;6.66;7.82;2.42;27.67;0.11;0.37;34.98;60.4993685;3.77;59.89708309;0.68;3
358;-8.576994444;116.1004889;"Mataram Nusa Tenggara
Barat";15/10/2023;6.61;7.72;2.20;27.59;0.11;0.36;34.28447857;59.1323378;1.86;6.304104574;0.73;0
359;-7.9128;113.8210444;Masjid Agung At-Taqwa Bondowoso;15/10/2023;6.65;7.79;2.31;27.71;0.11;0.37;32.23;73.55733835;4.72;36.48904767;0.69;0
360;-7.221061111;113.2976611;Pelabuhan Trunojoyo Taddhen;15/10/2023;6.64;7.80;2.40;27.60;0.11;0.37;32.59;74.02062476;3.94;58.84176855;0.69;0
361;-7.16975;112.6174694;Balai Rukyat NU Condrodipo;15/10/2023;6.66;7.82;2.42;27.67;0.11;0.37;34.98;63.80403583;3.77;53.11617792;0.68;0
362;-7.15425;113.4739111;OBS Jokotole IAIN Madura;15/10/2023;6.63;7.80;2.41;27.56;0.11;0.37;31.51;72.4679315;4.31;56.36743742;0.69;0
363;-8.223380556;113.6143944;POB Sunan Kaliwining;15/10/2023;6.67;7.80;2.27;27.82;0.11;0.37;25.40436426;94.16284871;7.111083215;99.24004745;0.67;0
364;-7.488836111;112.4209361;"Sooko Mojokerto, Jawa
Timur";15/10/2023;6.68;7.83;2.38;27.78;0.11;0.37;36.9;68.87301199;3.77;30.43312133;0.68;0
365;-6.922594444;112.4165944;Ponpes Daarul Quranan Nur Lamongan ;15/10/2023;6.65;7.83;2.45;27.63;0.11;0.37;34.98;63.65734171;3.77;44.687072;0.67;0
366;-8.204722222;112.1583333;Blitar, JawaTimur;15/10/2023;6.72;7.84;2.29;28.00;0.11;0.37;34.01;67.78173297;3.85;57.6260046;0.67;0
367;-7.631058333;111.5300167;Madiun ;15/10/2023;6.71;7.86;2.37;27.93;0.11;0.37;36.4;67.25244399;2.82;35.90955221;0.62;0
368;-7.534952778;112.2115778;"Masjid Denanyar Jombang,
Jawa Timur";15/10/2023;6.68;7.84;2.38;27.82;0.11;0.37;36.9;78.958019;3.77;35.18344321;0.68;0
369;-6.5805;110.6789528;Jepara, JawaTengah;15/10/2023;6.68;7.88;2.52;27.76;0.11;0.38;32.11;64.68263331;2.01;65.0370898;0.69;0
370;-6.991836111;110.3481111;Observatorium UIN Walisongo;15/10/2023;6.71;7.90;2.47;27.92;0.11;0.38;36.51;63.71357081;2.19;41.41204816;0.69;0
371;-6.857911111;109.6921028;Pelabuhan PPNP Pekalongan;15/10/2023;6.73;7.92;2.49;27.96;0.12;0.38;34.42;72.27811482;2.1;42.55516809;0.67;0
372;-6.706452778;108.3772;"Walahar Cirebon, Jawa
Barat";15/10/2023;6.76;7.96;2.53;28.09;0.12;0.38;34.4;69.76870591;3.55;42.14284128;0.67;0
373;-7.073925;106.5314167;POB Cibeas, Pelabuhan Ratu;15/10/2023;6.83;8.02;2.50;28.43;0.12;0.39;29.92;78.81374618;3.37;52.98005611;0.7;0
374;-5.739230556;106.5998083;Kep. Seribu, DKI Jakarta;15/10/2023;6.76;8.01;2.68;28.06;0.12;0.39;26.38183631;79.05434541;4.453076028;89.91992738;0.71;0
375;-8.602638889;116.0737639;Pantai Loang Baloq;13/12/2023;5.45;7.42;3.99;25.22;0.11;0.33;29.4;66.87545133;0.17;64.0881442;0.58;0
376;-7.9128;113.8210444;Masjid Agung At-Taqwa Bondowoso;13/12/2023;5.46;7.48;4.07;25.26;0.11;0.34;21.08840973;91.28256104;4.412393265;97.24281403;0.62;0
377;-7.221061111;113.2976611;Pelabuhan Trunojoyo Taddhen;13/12/2023;5.42;7.48;4.15;25.00;0.11;0.34;26.66453018;87.56098364;3.025860098;80.3958013;0.62;0
378;-7.16975;112.6174694;Balai Rukyat NU Condrodipo;13/12/2023;5.44;7.50;4.15;25.09;0.11;0.34;25.617704;80.84019879;4.450737545;81.56172451;0.49;0
379;-7.15425;113.4739111;OBS Jokotole IAIN Madura;13/12/2023;5.41;7.48;4.16;24.94;0.11;0.34;27.17211504;88.31029115;3.760887839;76.56040017;0.62;0
380;-8.223380556;113.6143944;POB Sunan Kaliwining;13/12/2023;5.50;7.49;4.03;25.45;0.11;0.34;20.9269186;94.62635311;4.333238517;96.25543002;0.44;0
381;-7.449772222;112.70155;Sidoarjo;13/12/2023;5.46;7.51;4.12;25.22;0.11;0.34;25.14177103;78.93732489;2.502018466;78.77394696;0.49;0
382;-7.5297;112.4093806;Masjid Agung Darussalam Sooko Mojokerto;13/12/2023;5.48;7.51;4.11;25.31;0.11;0.35;22.8228208;91.21814219;4.838870628;95.72272779;0.49;0
383;-7.009558333;113.8583;Sumenep;13/12/2023;5.38;7.47;4.17;24.80;0.11;0.34;27.525766;77.57132362;4.434849942;80.6460951;0.62;0
384;-8.204722222;112.1583333;Blitar, JawaTimur;13/12/2023;5.55;7.53;4.03;25.70;0.11;0.35;26.13914016;75.8717126;2.699957998;82.61227518;0.5;0
385;-7.16975;112.6174694;Balai Rukyat Ibnu Syatir;13/12/2023;5.44;7.50;4.15;25.09;0.11;0.34;26.09159398;80.83783391;4.07854423;88.77896073;0.49;0
386;-8.312080556;112.0279083;Pantai Molang Tulungagung;13/12/2023;5.56;7.54;4.02;25.77;0.11;0.35;28.94;63.80825953;2.43;62.6833699;0.5;0
387;-6.5805;110.6789528;Jepara, JawaTengah;13/12/2023;5.45;7.55;4.22;25.13;0.11;0.35;29.51;75.90259822;2.84;67.61958358;0.68;0
388;-6.803311111;110.8229389;MAN 2 Kudus;13/12/2023;5.47;7.55;4.20;25.22;0.11;0.35;27.1922919;85.76804654;3.788088464;83.80142212;0.68;0
389;-6.991836111;110.3481111;Observatorium UIN Walisongo;13/12/2023;5.50;7.57;4.17;25.39;0.11;0.35;27.57864822;88.59716646;3.553999512;87.32845156;0.68;0
390;-6.960461111;110.3063889;Pantai Mangkang;13/12/2023;5.50;7.57;4.18;25.39;0.11;0.35;27.64883572;86.59325342;2.270412727;76.6983675;0.68;0
391;-6.857911111;109.6921028;Pelabuhan PPNP Pekalongan;13/12/2023;5.51;7.59;4.19;25.44;0.11;0.35;31.22;69.02044291;1.21;41.37012548;0.7;0
392;-8.016177778;110.3233639;POB Syekh Belabelu Bantul;13/12/2023;5.60;7.58;4.05;25.92;0.11;0.35;29.59;77.0826614;2.14;69.5613042;0.7;0
